dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
2023-06-08 18:00:00,1,283.72,0.0,4.03,31.47,3.55,7.45,11.04,0.81
2023-06-08 19:00:00,1,270.37,0.0,3.73,26.11,3.4,7.98,11.19,0.84
2023-06-08 20:00:00,1,263.69,0.01,4.07,19.67,3.55,8.03,10.95,0.95
2023-06-08 21:00:00,1,270.37,0.04,5.01,13.77,4.05,7.79,10.6,1.11
2023-06-08 22:00:00,1,310.42,0.17,7.2,9.75,5.07,8.06,11.04,1.33
2023-06-08 23:00:00,2,447.27,0.68,12.17,7.15,6.79,10.21,14.08,1.77
2023-06-09 00:00:00,2,594.14,1.98,16.62,9.66,8.94,12.55,17.59,1.98
2023-06-09 01:00:00,2,433.92,1.15,10.8,33.62,11.56,11.35,16.37,1.3
2023-06-09 02:00:00,2,373.84,1.13,7.2,45.06,10.73,10.32,14.76,1.16
2023-06-09 03:00:00,1,320.43,0.78,4.71,57.22,9.06,9.34,13.35,0.97
2023-06-09 04:00:00,1,287.06,0.5,3.21,57.94,6.74,8.18,12.12,0.82
2023-06-09 05:00:00,1,287.06,0.44,3.51,52.93,6.5,7.02,10.92,0.82
2023-06-09 06:00:00,1,293.73,0.4,4.54,46.49,7.09,5.58,9.25,0.85
2023-06-09 07:00:00,1,300.41,0.34,5.65,38.27,7.51,4.43,7.77,0.86
2023-06-09 08:00:00,1,327.11,0.43,6.85,34.69,8.11,4.12,7.08,0.9
2023-06-09 09:00:00,1,383.85,0.43,8.74,32.9,8.23,4.73,7.38,0.91
2023-06-09 10:00:00,1,440.6,0.21,10.28,32.9,8.11,6.36,9.12,1.01
2023-06-09 11:00:00,1,447.27,0.0,10.02,34.69,7.63,7.98,10.9,1.16
2023-06-09 12:00:00,1,417.23,0.0,8.57,38.62,6.79,8.77,11.57,1.19
2023-06-09 13:00:00,1,397.21,0.0,7.37,42.92,6.56,8.83,11.19,1.14
2023-06-09 14:00:00,1,370.5,0.0,6.43,45.78,6.44,8.28,10.24,1.06
2023-06-09 15:00:00,1,340.46,0.0,5.65,47.21,6.14,7.35,9.01,0.83
2023-06-09 16:00:00,1,323.77,0.0,5.18,45.78,5.01,6.86,8.47,0.65
2023-06-09 17:00:00,1,307.08,0.0,4.03,43.63,3.52,6.82,8.47,0.59
2023-06-09 18:00:00,1,283.72,0.0,3.08,42.2,2.8,6.83,8.54,0.61
2023-06-09 19:00:00,1,263.69,0.0,2.48,37.91,2.44,6.69,8.43,0.62
2023-06-09 20:00:00,1,253.68,0.0,2.29,32.54,2.41,6.44,8.1,0.63
2023-06-09 21:00:00,1,253.68,0.0,2.55,27.54,2.65,6.35,7.99,0.67
2023-06-09 22:00:00,1,270.37,0.01,3.43,24.68,3.22,6.44,8.21,0.79
2023-06-09 23:00:00,1,330.45,0.05,5.48,21.82,4.05,7.06,9.18,1.06
2023-06-10 00:00:00,1,393.87,0.65,7.03,21.28,5.07,7.51,10.03,1.14
2023-06-10 01:00:00,1,347.14,0.68,5.91,29.68,6.44,6.46,8.68,0.82
2023-06-10 02:00:00,1,320.43,0.46,5.31,33.97,6.79,5.95,7.95,0.74
2023-06-10 03:00:00,1,297.07,0.29,4.76,34.69,6.85,5.41,7.18,0.64
2023-06-10 04:00:00,1,273.7,0.17,3.81,33.62,5.72,4.52,5.96,0.47
2023-06-10 05:00:00,1,273.7,0.15,3.77,32.19,5.48,4.05,5.23,0.42
2023-06-10 06:00:00,1,283.72,0.19,4.03,32.19,5.78,3.85,4.82,0.4
2023-06-10 07:00:00,1,287.06,0.19,3.98,32.54,5.54,3.82,4.76,0.41
2023-06-10 08:00:00,1,297.07,0.11,4.33,31.11,5.36,4.2,5.21,0.45
2023-06-10 09:00:00,1,320.43,0.04,4.93,30.76,5.07,4.71,5.66,0.49
2023-06-10 10:00:00,1,337.12,0.02,5.27,33.62,4.83,4.91,5.65,0.51
2023-06-10 11:00:00,1,327.11,0.0,4.58,36.84,4.29,4.82,5.51,0.54
2023-06-10 12:00:00,1,310.42,0.0,3.77,37.91,3.76,4.71,5.52,0.55
2023-06-10 13:00:00,1,323.77,0.0,3.94,36.12,3.73,5.04,6.07,0.74
2023-06-10 14:00:00,1,340.46,0.0,4.2,32.54,3.55,5.47,6.77,0.88
2023-06-10 15:00:00,1,333.79,0.0,4.16,28.97,3.16,5.34,6.67,0.78
2023-06-10 16:00:00,1,310.42,0.0,3.73,25.39,2.68,4.71,5.87,0.59
2023-06-10 17:00:00,1,290.39,0.0,3.17,23.25,2.47,4.49,5.5,0.59
2023-06-10 18:00:00,1,277.04,0.0,2.87,22.53,2.53,4.51,5.47,0.66
2023-06-10 19:00:00,1,267.03,0.01,2.61,20.56,2.5,4.59,5.58,0.7
2023-06-10 20:00:00,1,257.02,0.01,2.55,17.7,2.56,4.74,5.77,0.72
2023-06-10 21:00:00,1,257.02,0.02,2.83,15.2,2.8,5.02,6.07,0.75
2023-06-10 22:00:00,1,273.7,0.04,3.81,12.87,3.46,5.57,6.7,0.85
2023-06-10 23:00:00,1,333.79,0.26,6.08,10.01,4.47,6.74,8.26,1.16
2023-06-11 00:00:00,1,397.21,1.54,7.11,12.34,5.72,7.67,9.59,1.27
2023-06-11 01:00:00,1,373.84,1.31,6.68,27.18,7.87,7.46,9.05,1.0
2023-06-11 02:00:00,1,360.49,0.91,6.34,39.34,9.42,7.47,8.91,0.94
2023-06-11 03:00:00,1,337.12,0.6,5.44,46.49,9.89,6.97,8.22,0.86
2023-06-11 04:00:00,1,297.07,0.38,3.3,45.42,6.68,5.26,6.18,0.57
2023-06-11 05:00:00,1,293.73,0.35,2.74,47.92,5.72,4.49,5.33,0.51
2023-06-11 06:00:00,1,303.75,0.36,2.72,52.21,5.84,4.39,5.24,0.51
2023-06-11 07:00:00,1,320.43,0.39,3.04,56.51,6.14,5.26,6.24,0.55
2023-06-11 08:00:00,2,360.49,0.43,3.81,61.51,6.44,8.32,9.67,0.63
2023-06-11 09:00:00,2,433.92,0.38,4.97,67.23,6.14,14.33,16.14,0.63
2023-06-11 10:00:00,2,480.65,0.13,6.08,64.37,5.78,16.1,17.93,0.65
2023-06-11 11:00:00,1,407.22,0.0,5.23,45.06,4.77,8.65,10.1,0.66
2023-06-11 12:00:00,1,350.48,0.0,3.94,32.9,3.81,4.68,6.01,0.65
2023-06-11 13:00:00,1,353.81,0.0,3.77,30.4,3.52,4.99,6.4,0.74
2023-06-11 14:00:00,1,370.5,0.0,4.11,30.04,3.49,6.53,8.15,0.82
2023-06-11 15:00:00,1,373.84,0.0,4.46,27.89,3.4,7.49,9.15,0.78
2023-06-11 16:00:00,1,350.48,0.01,4.07,22.71,2.98,7.47,8.87,0.59
2023-06-11 17:00:00,1,323.77,0.01,3.77,18.24,3.1,6.9,7.98,0.54
2023-06-11 18:00:00,1,303.75,0.01,3.47,15.74,3.22,5.79,6.64,0.51
2023-06-11 19:00:00,1,287.06,0.02,3.0,14.13,3.13,4.55,5.2,0.46
2023-06-11 20:00:00,1,280.38,0.03,3.17,12.87,3.64,4.3,4.87,0.46
2023-06-11 21:00:00,1,277.04,0.06,3.98,11.8,4.83,4.46,5.03,0.49
2023-06-11 22:00:00,1,280.38,0.1,5.65,11.18,6.85,4.56,5.14,0.53
2023-06-11 23:00:00,1,307.08,0.26,7.2,8.94,7.75,4.86,5.67,0.69
2023-06-12 00:00:00,1,333.79,0.61,8.05,7.51,7.63,4.73,5.74,0.74
2023-06-12 01:00:00,1,333.79,0.77,8.14,10.82,8.11,4.29,5.33,0.74
2023-06-12 02:00:00,1,323.77,0.44,8.05,14.84,9.06,3.8,4.8,0.74
2023-06-12 03:00:00,1,307.08,0.29,6.94,20.21,9.18,3.23,4.08,0.65
2023-06-12 04:00:00,1,307.08,0.15,6.43,21.82,8.82,2.97,3.8,0.66
2023-06-12 05:00:00,1,333.79,0.12,7.2,20.74,8.7,3.18,4.06,0.76
2023-06-12 06:00:00,1,367.16,0.13,7.97,21.46,8.46,3.38,4.2,0.82
2023-06-12 07:00:00,1,363.83,0.11,7.71,21.99,7.75,3.27,4.03,0.77
2023-06-12 08:00:00,1,363.83,0.07,7.97,21.82,7.99,3.23,3.94,0.72
2023-06-12 09:00:00,1,377.18,0.06,8.74,21.28,8.7,3.41,4.09,0.68
2023-06-12 10:00:00,1,934.6,3.46,23.65,6.62,10.61,9.76,11.79,2.25
2023-06-12 11:00:00,2,1428.6,13.3,24.68,0.11,11.32,17.63,21.84,3.7
2023-06-12 12:00:00,2,1441.96,16.99,19.19,0.03,10.85,21.44,27.87,5.07
2023-06-12 13:00:00,2,1415.25,17.43,17.14,0.02,11.32,24.76,32.82,6.59
2023-06-12 14:00:00,3,1415.25,16.54,16.96,0.03,10.85,27.61,36.48,6.46
2023-06-12 15:00:00,3,1335.14,14.19,17.14,0.05,9.54,26.82,35.36,5.07
2023-06-12 16:00:00,2,1001.36,6.87,17.14,0.32,7.21,18.96,25.06,2.75
2023-06-12 17:00:00,2,707.63,2.57,14.91,1.12,5.66,13.13,17.49,1.71
2023-06-12 18:00:00,1,500.68,0.61,11.31,3.4,4.95,9.49,12.39,1.25
2023-06-12 19:00:00,1,350.48,0.11,7.03,6.62,4.41,6.53,8.32,0.9
2023-06-12 20:00:00,1,293.73,0.08,4.93,7.6,4.05,5.23,6.52,0.82
2023-06-12 21:00:00,1,283.72,0.11,4.33,7.24,4.11,4.79,5.84,0.8
2023-06-12 22:00:00,1,310.42,0.21,5.14,6.53,5.07,5.12,6.09,0.85
2023-06-12 23:00:00,1,413.89,0.84,8.05,4.29,7.09,6.77,8.08,1.27
2023-06-13 00:00:00,1,547.41,2.6,10.97,2.19,10.01,8.44,10.05,1.57
2023-06-13 01:00:00,1,534.06,1.96,13.02,5.59,15.14,7.83,9.15,1.22
2023-06-13 02:00:00,1,547.41,1.37,15.25,10.91,19.07,8.22,9.52,1.12
2023-06-13 03:00:00,2,547.41,0.88,15.59,20.74,20.98,8.65,9.9,0.97
2023-06-13 04:00:00,1,520.71,0.62,13.02,35.05,19.79,8.29,9.33,0.74
2023-06-13 05:00:00,1,494.0,0.38,10.2,44.35,16.93,7.48,8.32,0.61
2023-06-13 06:00:00,1,473.98,0.29,7.88,47.21,14.19,6.42,7.08,0.55
2023-06-13 07:00:00,1,460.62,0.37,7.28,48.64,12.87,5.84,6.42,0.57
2023-06-13 08:00:00,1,473.98,0.42,7.88,47.21,12.76,5.75,6.36,0.66
2023-06-13 09:00:00,1,494.0,0.38,9.08,40.77,12.04,5.56,6.22,0.74
2023-06-13 10:00:00,1,747.68,0.28,16.96,25.39,10.97,7.92,9.22,1.66
2023-06-13 11:00:00,2,1068.12,0.33,25.7,13.05,11.09,12.66,15.18,3.01
2023-06-13 12:00:00,2,1188.28,0.6,29.47,8.85,11.09,16.4,20.12,3.96
2023-06-13 13:00:00,2,1281.74,0.99,31.87,6.17,10.97,20.68,25.73,5.0
2023-06-13 14:00:00,3,1415.25,2.35,34.62,2.55,11.09,25.74,32.28,6.02
2023-06-13 15:00:00,3,1415.25,4.58,33.59,0.83,10.73,27.1,34.65,6.14
2023-06-13 16:00:00,2,1201.63,5.7,27.76,0.35,8.58,22.32,29.97,4.43
2023-06-13 17:00:00,2,1001.36,6.37,20.91,0.11,6.38,19.11,26.43,2.63
2023-06-13 18:00:00,2,841.14,5.92,15.94,0.09,4.89,17.51,24.24,1.66
2023-06-13 19:00:00,2,520.71,1.33,12.68,1.74,4.11,12.05,16.56,0.95
2023-06-13 20:00:00,1,347.14,0.34,8.14,4.07,3.58,8.36,11.67,0.78
2023-06-13 21:00:00,1,273.7,0.17,5.57,6.97,3.64,6.33,8.8,0.7
2023-06-13 22:00:00,1,260.35,0.05,5.83,14.48,5.6,5.3,6.99,0.55
2023-06-13 23:00:00,1,310.42,0.1,8.74,14.31,7.99,5.48,7.11,0.83
2023-06-14 00:00:00,1,363.83,0.24,11.48,13.05,9.54,5.47,7.17,0.97
2023-06-14 01:00:00,1,357.15,0.2,10.28,19.67,9.42,4.62,5.94,0.79
2023-06-14 02:00:00,1,360.49,0.44,9.51,22.53,10.01,4.59,5.82,0.83
2023-06-14 03:00:00,1,363.83,0.82,8.48,29.68,10.85,4.8,5.95,0.83
2023-06-14 04:00:00,2,357.15,0.89,5.74,64.37,11.09,5.27,6.39,0.76
2023-06-14 05:00:00,2,380.52,0.6,5.4,80.82,12.87,5.86,6.95,0.78
2023-06-14 06:00:00,2,417.23,0.57,5.91,90.84,16.21,6.85,7.89,0.83
2023-06-14 07:00:00,2,447.27,0.58,6.25,95.84,17.64,7.94,9.0,0.88
2023-06-14 08:00:00,2,494.0,0.69,7.54,87.98,17.4,8.45,9.63,1.01
2023-06-14 09:00:00,2,540.73,0.92,9.6,66.52,15.26,7.76,8.9,1.04
2023-06-14 10:00:00,1,720.98,0.7,16.28,36.48,12.52,8.49,9.89,1.55
2023-06-14 11:00:00,2,921.25,0.14,22.62,16.45,11.09,11.43,13.46,2.41
2023-06-14 12:00:00,2,921.25,0.39,22.28,10.01,9.54,13.01,15.85,2.79
2023-06-14 13:00:00,2,894.55,0.57,21.08,7.78,8.94,14.29,17.6,3.01
2023-06-14 14:00:00,2,881.2,0.78,20.22,6.08,8.46,15.61,19.47,3.2
2023-06-14 15:00:00,2,841.14,1.22,18.85,4.16,7.75,15.05,19.56,2.91
2023-06-14 16:00:00,2,680.92,1.31,15.25,2.91,6.32,11.37,16.04,1.84
2023-06-14 17:00:00,1,487.33,0.7,11.14,3.67,4.89,7.91,11.98,1.17
2023-06-14 18:00:00,1,347.14,0.25,7.45,5.81,4.11,5.56,8.42,0.82
2023-06-14 19:00:00,1,283.72,0.12,4.67,7.6,3.4,4.12,6.01,0.74
2023-06-14 20:00:00,1,283.72,0.27,4.37,5.05,3.55,4.3,6.24,1.16
2023-06-14 21:00:00,1,303.75,0.75,5.01,2.44,4.83,4.94,7.05,1.87
2023-06-14 22:00:00,1,377.18,2.46,6.25,0.66,7.33,6.6,9.06,2.91
2023-06-14 23:00:00,1,560.76,7.26,6.85,0.15,9.06,9.8,13.1,3.29
2023-06-15 00:00:00,2,700.95,11.29,7.2,0.86,9.89,10.95,14.74,2.72
2023-06-15 01:00:00,1,467.3,3.46,11.48,4.92,13.23,6.88,8.74,1.17
2023-06-15 02:00:00,1,417.23,1.54,12.0,11.0,13.95,6.38,7.91,1.01
2023-06-15 03:00:00,1,363.83,0.71,9.6,20.21,12.76,5.7,7.0,0.85
2023-06-15 04:00:00,1,323.77,0.37,6.94,26.82,10.37,4.92,5.91,0.63
2023-06-15 05:00:00,1,347.14,0.5,7.63,32.9,11.8,5.52,6.4,0.68
2023-06-15 06:00:00,1,383.85,0.59,8.48,41.13,13.47,6.56,7.32,0.72
2023-06-15 07:00:00,1,393.87,0.5,8.57,45.06,12.76,6.99,7.65,0.67
2023-06-15 08:00:00,1,397.21,0.31,9.17,39.34,11.56,6.86,7.46,0.63
2023-06-15 09:00:00,1,390.53,0.14,9.17,28.97,8.94,5.98,6.54,0.56
2023-06-15 10:00:00,1,467.3,0.12,10.97,20.21,7.45,6.11,6.87,0.78
2023-06-15 11:00:00,1,514.03,0.06,12.0,15.74,6.5,6.97,8.17,1.12
2023-06-15 12:00:00,1,473.98,0.06,10.45,14.13,5.48,7.17,8.87,1.33
2023-06-15 13:00:00,1,500.68,0.15,11.14,11.35,5.42,8.51,10.82,1.84
2023-06-15 14:00:00,2,580.79,0.5,13.54,6.88,6.08,11.06,14.22,2.56
2023-06-15 15:00:00,2,640.87,1.61,14.91,2.79,6.79,12.51,16.07,2.94
2023-06-15 16:00:00,2,567.44,2.63,12.85,0.87,6.38,10.7,14.09,2.41
2023-06-15 17:00:00,1,417.23,1.73,10.02,1.08,5.19,8.11,10.94,1.65
2023-06-15 18:00:00,1,307.08,0.45,8.14,3.22,4.65,6.25,8.36,1.14
2023-06-15 19:00:00,1,250.34,0.06,6.0,7.15,4.47,4.82,6.16,0.82
2023-06-15 20:00:00,1,236.99,0.08,4.84,6.62,3.93,4.37,5.73,0.91
2023-06-15 21:00:00,1,240.33,0.18,4.63,5.05,3.93,4.18,5.6,1.01
2023-06-15 22:00:00,1,270.37,0.52,5.74,3.49,4.83,4.67,6.22,1.2
2023-06-15 23:00:00,1,387.19,2.1,8.31,1.65,6.38,6.44,8.54,1.63
2023-06-16 00:00:00,1,494.0,4.14,10.62,2.82,8.11,7.46,10.03,1.71
2023-06-16 01:00:00,1,427.25,1.93,11.65,15.91,10.61,5.39,7.0,1.09
2023-06-16 02:00:00,1,397.21,1.48,10.71,27.54,12.04,4.97,6.33,1.0
2023-06-16 03:00:00,1,360.49,0.96,9.17,37.55,12.52,4.61,5.77,0.86
2023-06-16 04:00:00,1,320.43,0.4,6.77,35.76,10.13,3.59,4.38,0.63
2023-06-16 05:00:00,1,327.11,0.4,7.03,33.62,10.61,3.6,4.22,0.61
2023-06-16 06:00:00,1,343.8,0.37,7.88,31.83,11.92,4.05,4.61,0.64
2023-06-16 07:00:00,1,407.22,0.28,10.88,26.46,13.47,5.02,5.68,0.91
2023-06-16 08:00:00,1,514.03,0.24,14.91,21.46,14.54,6.35,7.2,1.17
2023-06-16 09:00:00,1,627.52,0.17,18.16,19.85,13.83,7.1,8.03,1.25
2023-06-16 10:00:00,1,674.25,0.04,18.85,22.89,12.04,7.13,8.11,1.31
2023-06-16 11:00:00,1,580.79,0.0,15.77,28.97,10.25,6.71,7.78,1.27
2023-06-16 12:00:00,1,440.6,0.0,10.97,33.62,8.23,5.97,7.13,1.08
2023-06-16 13:00:00,1,357.15,0.0,7.71,37.55,7.51,5.51,6.56,0.89
2023-06-16 14:00:00,1,337.12,0.0,6.34,38.27,6.79,5.56,6.64,0.85
2023-06-16 15:00:00,1,323.77,0.0,5.57,36.84,5.84,5.26,6.32,0.71
2023-06-16 16:00:00,1,303.75,0.0,4.76,32.19,4.53,4.64,5.65,0.52
2023-06-16 17:00:00,1,277.04,0.0,3.64,27.54,3.4,4.28,5.14,0.49
2023-06-16 18:00:00,1,263.69,0.0,2.96,24.32,2.95,4.18,4.88,0.54
2023-06-16 19:00:00,1,250.34,0.0,2.63,20.03,2.83,4.14,4.75,0.56
2023-06-16 20:00:00,1,247.0,0.01,2.66,16.81,3.04,4.29,4.85,0.62
2023-06-16 21:00:00,1,257.02,0.01,3.13,15.02,3.64,4.63,5.21,0.71
2023-06-16 22:00:00,1,290.39,0.02,4.54,14.48,4.83,5.39,6.05,0.92
2023-06-16 23:00:00,1,387.19,0.17,7.88,11.09,6.02,7.05,8.11,1.42
2023-06-17 00:00:00,1,527.38,1.55,11.48,5.99,6.97,8.67,10.27,1.85
2023-06-17 01:00:00,1,627.52,2.49,13.71,8.49,8.11,9.89,11.73,2.06
2023-06-17 02:00:00,1,594.14,1.12,13.54,17.52,8.7,9.72,11.34,1.74
2023-06-17 03:00:00,1,487.33,0.48,10.2,28.61,8.94,7.84,8.95,1.19
2023-06-17 04:00:00,1,330.45,0.28,5.57,35.05,7.51,4.54,5.06,0.53
2023-06-17 05:00:00,1,313.76,0.24,4.71,39.34,6.62,3.55,3.95,0.45
2023-06-17 06:00:00,1,310.42,0.19,4.71,40.77,6.68,3.04,3.41,0.43
2023-06-17 07:00:00,1,320.43,0.29,5.06,41.13,6.74,2.89,3.31,0.51
2023-06-17 08:00:00,1,363.83,0.48,6.43,42.56,7.39,3.24,3.81,0.73
2023-06-17 09:00:00,1,427.25,0.64,8.74,42.92,8.11,3.74,4.41,0.95
2023-06-17 10:00:00,1,494.0,0.38,11.48,39.7,9.18,4.28,5.06,1.19
2023-06-17 11:00:00,1,447.27,0.0,11.14,36.48,9.42,4.2,5.14,1.22
2023-06-17 12:00:00,1,373.84,0.0,9.08,35.05,9.06,3.83,4.95,1.08
2023-06-17 13:00:00,1,460.62,0.0,12.17,27.54,8.34,6.13,8.37,1.9
2023-06-17 14:00:00,1,587.46,0.04,16.45,17.7,7.45,9.7,13.65,2.66
2023-06-17 15:00:00,2,620.84,0.21,17.48,10.37,6.38,10.88,15.88,2.69
2023-06-17 16:00:00,1,520.71,0.44,14.39,5.5,4.89,8.75,13.5,2.09
2023-06-17 17:00:00,1,403.88,0.38,11.14,4.16,4.05,6.89,10.77,1.77
2023-06-17 18:00:00,1,340.46,0.23,9.17,4.38,3.87,6.22,9.45,1.77
2023-06-17 19:00:00,1,283.72,0.15,7.37,4.87,3.64,5.56,8.35,1.73
2023-06-17 20:00:00,1,243.66,0.13,6.08,5.19,3.49,4.94,7.4,1.65
2023-06-17 21:00:00,1,233.65,0.17,5.65,5.05,3.61,4.64,6.91,1.61
2023-06-17 22:00:00,1,270.37,0.38,6.94,4.43,4.29,5.13,7.37,1.68
2023-06-17 23:00:00,1,400.54,1.7,10.02,2.32,5.42,7.04,9.75,1.93
2023-06-18 00:00:00,1,540.73,4.08,12.34,1.68,6.62,8.34,11.51,1.87
2023-06-18 01:00:00,1,337.12,0.21,8.57,21.64,7.99,4.84,6.28,0.74
2023-06-18 02:00:00,1,320.43,0.13,7.28,24.32,8.7,4.87,6.11,0.72
2023-06-18 03:00:00,1,307.08,0.08,6.34,23.96,8.7,4.83,5.85,0.66
2023-06-18 04:00:00,1,293.73,0.05,5.31,25.39,7.45,4.69,5.43,0.54
2023-06-18 05:00:00,1,307.08,0.06,5.27,30.04,7.27,5.28,5.86,0.51
2023-06-18 06:00:00,1,330.45,0.11,5.83,36.84,8.11,6.24,6.75,0.55
2023-06-18 07:00:00,1,343.8,0.16,6.0,42.92,8.23,6.76,7.3,0.59
2023-06-18 08:00:00,1,357.15,0.16,6.68,45.78,8.46,6.94,7.58,0.66
2023-06-18 09:00:00,1,393.87,0.11,8.14,47.21,8.94,7.66,8.44,0.74
2023-06-18 10:00:00,2,867.84,0.08,22.96,33.62,9.78,13.43,15.21,2.09
2023-06-18 11:00:00,2,1348.5,0.1,35.64,17.7,10.13,20.67,23.98,3.29
2023-06-18 12:00:00,2,1321.79,0.54,33.93,8.67,8.94,22.68,27.46,3.99
2023-06-18 13:00:00,2,1228.33,1.55,29.82,3.44,8.58,23.46,29.59,4.88
2023-06-18 14:00:00,2,1174.93,2.96,26.39,1.36,7.99,24.28,31.5,4.81
2023-06-18 15:00:00,2,1054.76,4.02,22.62,0.75,6.85,22.61,30.09,3.8
2023-06-18 16:00:00,2,761.03,2.68,16.79,0.89,5.13,16.48,22.42,2.22
2023-06-18 17:00:00,2,567.44,1.59,13.54,1.45,4.65,13.23,18.04,1.74
2023-06-18 18:00:00,2,440.6,0.65,11.65,3.08,4.35,11.57,15.5,1.49
2023-06-18 19:00:00,1,327.11,0.19,8.57,6.26,3.73,9.65,12.66,1.2
2023-06-18 20:00:00,1,257.02,0.05,6.0,10.73,3.37,7.85,10.08,0.98
2023-06-18 21:00:00,1,236.99,0.02,4.84,16.09,3.37,6.4,8.09,0.82
2023-06-18 22:00:00,1,257.02,0.0,4.88,25.75,3.99,5.43,6.69,0.73
2023-06-18 23:00:00,1,340.46,0.04,8.48,20.92,5.54,6.53,8.34,1.22
2023-06-19 00:00:00,1,473.98,0.77,13.88,13.95,7.75,8.55,11.23,1.73
2023-06-19 01:00:00,1,433.92,0.99,13.37,27.89,12.28,8.16,10.06,1.19
2023-06-19 02:00:00,1,420.57,1.41,12.85,38.62,15.74,8.46,10.33,1.22
2023-06-19 03:00:00,1,417.23,1.29,11.82,57.94,18.6,9.16,11.1,1.22
2023-06-19 04:00:00,2,453.95,0.86,10.8,84.4,18.36,10.61,12.92,1.55
2023-06-19 05:00:00,3,574.11,0.66,11.14,105.86,18.6,13.28,16.1,2.06
2023-06-19 06:00:00,3,707.63,0.64,12.0,113.01,19.31,15.6,18.5,2.31
2023-06-19 07:00:00,3,720.98,0.67,11.65,104.43,18.12,15.15,17.74,2.09
2023-06-19 08:00:00,2,654.22,0.74,11.31,91.55,16.21,13.08,15.28,1.73
2023-06-19 09:00:00,2,600.81,0.84,12.51,72.96,14.66,11.12,13.13,1.46
2023-06-19 10:00:00,2,687.6,0.49,17.99,43.99,13.11,11.18,13.56,1.77
2023-06-19 11:00:00,2,774.38,0.09,21.59,16.45,10.73,12.33,15.69,2.28
2023-06-19 12:00:00,2,714.3,0.69,18.34,5.54,8.58,12.38,16.68,2.44
2023-06-19 13:00:00,2,700.95,1.9,15.59,1.99,7.75,13.45,18.49,2.75
2023-06-19 14:00:00,2,727.65,3.8,13.37,0.55,7.63,15.23,20.96,3.23
2023-06-19 15:00:00,2,720.98,5.64,11.48,0.21,7.45,15.39,21.28,3.36
2023-06-19 16:00:00,2,607.49,5.7,9.34,0.12,6.32,12.53,17.72,2.44
2023-06-19 17:00:00,1,447.27,3.8,7.71,0.25,4.95,9.48,13.61,1.55
2023-06-19 18:00:00,1,330.45,1.84,6.68,0.8,4.23,7.5,10.61,1.11
2023-06-19 19:00:00,1,253.68,0.14,4.97,5.41,3.93,5.29,6.93,0.67
2023-06-19 20:00:00,1,236.99,0.04,3.77,7.78,4.11,4.58,5.66,0.62
2023-06-19 21:00:00,1,247.0,0.03,3.6,9.66,4.71,4.29,5.06,0.59
2023-06-19 22:00:00,1,263.69,0.03,4.46,12.87,6.56,3.91,4.37,0.49
2023-06-19 23:00:00,1,320.43,0.1,6.0,11.98,6.62,4.53,5.17,0.72
2023-06-20 00:00:00,1,400.54,0.41,8.23,10.46,6.5,5.25,6.19,0.9
2023-06-20 01:00:00,1,440.6,0.8,9.08,13.77,6.97,5.68,6.77,1.01
2023-06-20 02:00:00,1,413.89,0.77,8.4,20.92,7.63,6.04,7.21,1.04
2023-06-20 03:00:00,1,380.52,0.7,7.45,28.61,8.11,6.2,7.36,0.97
2023-06-20 04:00:00,1,357.15,0.66,6.6,33.97,7.75,6.04,7.11,0.85
2023-06-20 05:00:00,1,383.85,0.7,7.28,37.19,7.99,6.35,7.43,0.89
2023-06-20 06:00:00,1,433.92,0.78,8.83,40.41,8.82,6.87,7.97,0.98
2023-06-20 07:00:00,1,427.25,0.8,8.91,38.27,8.46,6.37,7.44,0.9
2023-06-20 08:00:00,1,423.91,0.76,9.17,26.82,7.99,5.46,6.45,0.82
2023-06-20 09:00:00,1,453.95,0.79,10.37,15.38,7.63,5.06,5.99,0.79
2023-06-20 10:00:00,1,534.06,0.73,12.51,8.94,7.57,5.68,6.73,0.97
2023-06-20 11:00:00,1,560.76,0.64,12.85,5.41,6.91,6.79,8.34,1.31
2023-06-20 12:00:00,1,520.71,0.53,11.31,5.19,6.14,7.33,9.45,1.55
2023-06-20 13:00:00,1,534.06,0.49,11.48,5.23,6.26,8.63,11.34,1.93
2023-06-20 14:00:00,2,574.11,0.87,12.51,3.53,6.68,10.52,13.92,2.31
2023-06-20 15:00:00,2,580.79,2.1,12.68,1.23,6.79,10.97,14.67,2.28
2023-06-20 16:00:00,1,473.98,2.6,10.45,0.45,5.6,8.42,11.8,1.66
2023-06-20 17:00:00,1,373.84,1.61,9.08,0.7,5.13,6.57,9.28,1.39
2023-06-20 18:00:00,1,327.11,0.59,8.83,1.97,5.78,5.98,8.04,1.27
2023-06-20 19:00:00,1,303.75,0.19,8.48,3.44,6.26,5.86,7.62,1.35
2023-06-20 20:00:00,1,297.07,0.4,7.88,2.08,5.84,6.17,8.01,1.76
2023-06-20 21:00:00,1,297.07,0.99,7.37,0.97,6.2,6.38,8.1,2.25
2023-06-20 22:00:00,1,350.48,2.57,7.63,0.39,7.87,7.53,9.15,2.85
2023-06-20 23:00:00,2,580.79,7.6,9.0,0.15,10.49,11.52,13.79,3.89
2023-06-21 00:00:00,2,974.66,15.2,12.68,0.7,13.11,16.37,19.77,4.62
2023-06-21 01:00:00,2,1361.85,17.43,23.31,3.0,15.5,21.22,25.82,4.94
